"time","date","hour","premise","offense","beat","block","street","type","suffix","number","month","day","location","address","lon","lat"
"09/03/10 22:00","03/09/10",16,"02B","robbery","11H10","7000-7099","lawndale","","-",1,"march","tuesday","bank","7050 lawndale",-95.2964266,29.7172822
"20/07/10 02:00","7/19/2010",21,"18A","robbery","6B10","300-399","sunnyside","","-",1,"july","monday","apartment parking lot"," 350 sunnyside",-95.3943134,29.8568098
"16/03/10 06:00","3/16/2010",1,"13R","robbery","1A30","1800-1899","fairview","st","-",1,"march","tuesday","road / street / sidewalk","1850 fairview st",-95.4013256,29.7450712
"19/03/10 20:00","3/19/2010",15,"02B","robbery","1A50","0-99","greenway plaza","dr","E",1,"march","friday","bank","  50 greenway plaza dr",-95.4298352,29.7320044
"02/02/10 01:00","02/01/10",19,"20A","robbery","6B50","11500-11599","green plaza","dr","-",1,"february","monday","apartment","11550 green plaza dr",-95.7150691,29.7788417
"06/05/10 03:00","05/05/10",22,"70","robbery","20G30","2900-2999","walnut bend","ln","-",1,"may","wednesday","convenience store","2950 walnut bend ln",-95.5678438,29.7317221
"22/07/10 02:00","7/21/2010",21,"18T","robbery","8C40","9400-9499","mesa","dr","-",1,"july","wednesday","strip business center parking lot","9450 mesa dr",-95.2624434,29.849434
"29/05/10 23:00","5/29/2010",18,"20A","robbery","3B10","6000-6099","sunforest","","-",1,"may","saturday","apartment","6050 sunforest",-95.4797778,29.8490791
"10/07/10 10:00","07/10/10",5,"18C","robbery","1,50E+41","9300-9399","main","st","-",1,"july","saturday","convenience store parking lot","9350 main st",-95.4233853,29.6831404
"27/04/10 03:00","4/26/2010",22,"18R","robbery","12D70","1300-1399","bay area","blvd","W",1,"april","monday","restaurant / cafeteria parking lot","1350 bay area blvd",-95.1156941,29.5605396
"08/08/10 09:00","08/08/10",4,"18R","robbery","3B50","800-899","berry","rd","-",1,"august","sunday","restaurant / cafeteria parking lot"," 850 berry rd",-95.3636525,29.8375885
"10/08/10 09:00","08/10/10",4,"18C","robbery","8C60","10300-10399","homestead","rd","-",1,"august","tuesday","convenience store parking lot","10350 homestead rd",-95.3005978,29.8616449
"08/07/10 02:00","07/07/10",21,"20R","robbery","19G40","12700-12799","dairy brook","dr","-",1,"july","wednesday","residence / house","12750 dairy brook dr",-95.6062939,29.6817658
"07/08/10 15:00","08/07/10",10,"05Z","robbery","3B50","5200-5299","airline","dr","-",1,"august","saturday","misc business (non-specific)","5250 airline dr",-95.3843098,29.8434841
"03/07/10 15:00","07/03/10",10,"02B","robbery","1,50E+31","6800-6899","buffalo speedway","","-",1,"july","saturday","bank","6850 buffalo speedway",-95.4275077,29.7050123
"20/04/10 16:00","4/20/2010",11,"20A","robbery","20G60","14200-14299","kimberley","ln","-",1,"april","tuesday","apartment","14250 kimberley ln",-95.596451,29.778125
"14/05/10 15:00","5/14/2010",10,"210","robbery","3B10","11600-11699","hempstead","hwy","-",1,"may","friday","restaurant / cafeteria","11650 hempstead hwy",-95.743638,29.98886
"23/05/10 08:00","5/23/2010",3,"18A","robbery","5F20","2000-2099","laverne","st","-",1,"may","sunday","apartment parking lot","2050 laverne st",-95.5124944,29.8099252
"13/05/10 01:00","05/12/10",20,"70","robbery","6B60","0-99","greens","rd","-",1,"may","wednesday","convenience store","  50 greens rd",-95.180714,30.033334
"02/04/10 03:00","04/01/10",22,"18A","robbery","19G10","7700-7799","corporate","dr","-",1,"april","thursday","apartment parking lot","7750 corporate dr",-95.5521627,29.6949487
"20/06/10 13:00","6/20/2010",8,"13R","robbery","9C40","12200-12299","fleming","dr","-",1,"june","sunday","road / street / sidewalk","12250 fleming dr",-95.2201792,29.7757542
"28/07/10 09:00","7/28/2010",4,"18A","robbery","5F20","8700-8799","hammerly","","-",1,"july","wednesday","apartment parking lot","8750 hammerly",-95.505221,29.8110743
"11/02/10 06:00","02/11/10",0,"80","robbery","1,60E+41","7100-7199","fuqua","st","W",1,"february","thursday","department / discount store","7150 fuqua st",-95.4932234,29.5990149
"01/04/10 17:00","04/01/10",12,"18G","robbery","3B50","4700-4799","airline","dr","-",1,"april","thursday","grocery / supermarket parking lot","4750 airline dr",-95.3842781,29.8341827
"04/02/10 02:00","02/03/10",20,"210","robbery","18F30","6100-6199","westheimer","rd","-",1,"february","wednesday","restaurant / cafeteria","6150 westheimer rd",-95.5011874,29.7377263
"08/07/10 08:00","07/08/10",3,"13R","robbery","10H50","3100-3199","delano","","-",1,"july","thursday","road / street / sidewalk","3150 delano",-95.3615427,29.7325203
"14/01/10 01:00","1/13/2010",19,"03B","robbery","2A20","5800-5899","fulton","st","-",1,"january","wednesday","bar / night club","5850 fulton st",-95.3696939,29.8119641
"28/04/10 14:00","4/28/2010",9,"120","robbery","10H10","5500-5599","sherman","","-",1,"april","wednesday","grocery / supermarket","5550 sherman",-95.3188027,29.743188
"25/01/10 05:00","1/24/2010",23,"20D","robbery","12D60","1500-1599","wavecrest","ln","-",1,"january","sunday","driveway","1550 wavecrest ln",-95.1219414,29.5695142
"27/05/10 06:00","5/27/2010",1,"18A","robbery","4F10","1300-1399","witte","rd","-",1,"may","thursday","apartment parking lot","1350 witte rd",-95.5390479,29.793077
"21/03/10 15:00","3/21/2010",10,"80","robbery","8C60","11200-11299","homestead","rd","-",1,"march","sunday","department / discount store","11250 homestead rd",-95.3005474,29.8825705
"15/04/10 05:00","4/15/2010",0,"13R","robbery","19G10","7400-7499","corporate","dr","-",1,"april","thursday","road / street / sidewalk","7450 corporate dr",-95.5522706,29.6994201
"04/02/10 18:00","02/04/10",12,"20R","robbery","12D10","1300-1399","sulphur","","-",1,"february","thursday","residence / house","1350 sulphur",-95.2444072,29.6477385
"09/05/10 21:00","05/09/10",16,"210","robbery","19G10","10800-10899","beechnut","st","-",1,"may","sunday","restaurant / cafeteria","10850 beechnut st",-95.5694762,29.6886116
"14/02/10 20:00","2/14/2010",14,"18C","robbery","18F30","6300-6399","windswept","ln","-",1,"february","sunday","convenience store parking lot","6350 windswept ln",-95.4920553,29.7261186
"05/08/10 06:00","08/05/10",1,"18S","robbery","11H30","8300-8399","gulf","fwy","-",1,"august","thursday","sexually oriented business parking lot","8350 gulf fwy",-95.2690196,29.6761601
"19/06/10 04:00","6/18/2010",23,"20A","robbery","6B50","11500-11599","green plaza","dr","-",1,"june","friday","apartment","11550 green plaza dr",-95.7150691,29.7788417
"22/05/10 03:00","5/21/2010",22,"18A","robbery","3B10","6000-6099","sunforest","","-",1,"may","friday","apartment parking lot","6050 sunforest",-95.4797778,29.8490791
"14/03/10 21:00","3/14/2010",16,"20R","robbery","19G40","12600-12699","newbrook","dr","-",1,"march","sunday","residence / house","12650 newbrook dr",-95.603199,29.684898
"10/01/10 16:00","01/10/10",10,"20A","robbery","19G50","10100-10199","west sam houston","pkwy","S",1,"january","sunday","apartment","10150 west sam houston pkwy",-95.560732,29.6700825
"19/06/10 21:00","6/19/2010",16,"13R","robbery","10H10","3700-3799","sherman","","-",1,"june","saturday","road / street / sidewalk","3750 sherman",-95.3369562,29.7489728
"21/01/10 22:00","1/21/2010",16,"13R","robbery","13D20","7100-7199","monroe","rd","-",1,"january","thursday","road / street / sidewalk","7150 monroe rd",-95.2633616,29.6671152
"15/05/10 01:00","5/14/2010",20,"24E","robbery","18F60","5800-5899","gessner","dr","S",1,"may","friday","electronics store, electrical sup.","5850 gessner dr",-95.5390998,29.7181467
"08/04/10 03:00","04/07/10",22,"13R","robbery","10H40","3000-3099","la branch","","-",1,"april","wednesday","road / street / sidewalk","3050 la branch",-95.3722569,29.7397143
"18/01/10 02:00","1/17/2010",20,"20A","robbery","1A20","200-299","alabama","st","W",1,"january","sunday","apartment"," 250 alabama st",-95.383457,29.7389161
"04/02/10 07:00","02/04/10",1,"18A","robbery","18F30","3700-3799","hillcroft","","-",1,"february","thursday","apartment parking lot","3750 hillcroft",-95.5012016,29.7253771
"13/02/10 15:00","2/13/2010",9,"18B","robbery","8C50","8700-8799","tidwell","rd","-",1,"february","saturday","bank / saving institution parking lot","8750 tidwell rd",-95.264179,29.849963
"18/07/10 22:00","7/18/2010",17,"13R","robbery","14D20","4800-4899","sunflower","","-",1,"july","sunday","road / street / sidewalk","4850 sunflower",-95.3549043,29.6700604
"06/08/10 23:00","08/06/10",18,"18O","robbery","19G10","6700-6799","west sam houston","pkwy","S",1,"august","friday",NA,"6750 west sam houston pkwy",-95.5578144,29.7040023
"27/02/10 20:00","2/27/2010",14,"18T","robbery","1,70E+21","10400-10499","fondren","rd","-",1,"february","saturday","strip business center parking lot","10450 fondren rd",-95.5086652,29.66798
"16/01/10 05:00","1/15/2010",23,"18A","robbery","4F30","1800-1899","barker cypress","rd","-",1,"january","friday","apartment parking lot","1850 barker cypress rd",-95.6882934,29.7945146
"28/08/10 02:00","8/27/2010",21,"18G","robbery","5F20","7900-7999","long point","rd","-",1,"august","friday","grocery / supermarket parking lot","7950 long point rd",-95.4865759,29.8028674
"05/04/10 05:00","04/05/10",0,"18A","robbery","6B60","300-399","benmar","dr","-",1,"april","monday","apartment parking lot"," 350 benmar dr",-95.4020457,29.9442228
"22/01/10 01:00","1/21/2010",19,"250","robbery","20G10","9700-9799","westheimer","rd","-",1,"january","thursday","other / unknown","9750 westheimer rd",-95.5388892,29.7372811
"24/06/10 18:00","6/24/2010",13,"20A","robbery","7C50","5900-5999","greens","rd","-",1,"june","thursday","apartment","5950 greens rd",-95.3013394,29.952149
"22/04/10 23:00","4/22/2010",18,"18A","robbery","1,70E+11","5700-5799","glenmont","dr","-",1,"april","thursday","apartment parking lot","5750 glenmont dr",-95.4813522,29.7201219
"06/08/10 20:00","08/06/10",15,"18O","robbery","8C50","10000-10099","mesa","dr","-",1,"august","friday",NA,"10050 mesa dr",-95.2624171,29.8591919
"24/02/10 02:00","2/23/2010",20,"13R","robbery","3B50","100-199","fichter","ave","-",1,"february","tuesday","road / street / sidewalk"," 150 fichter ave",-95.3757051,29.8411491
"20/05/10 00:00","5/19/2010",19,"140","robbery","11H10","6100-6199","gulf","fwy","-",1,"may","wednesday","hotel / motel / etc.","6150 gulf fwy",-95.311812,29.711828
"20/06/10 06:00","6/20/2010",1,"18A","robbery","19G40","11700-11799","bellfort","st","W",1,"june","sunday","apartment parking lot","11750 bellfort st",-95.5830093,29.6580582
"29/07/10 20:00","7/29/2010",15,"24P","robbery","5F20","8600-8699","long point","rd","-",1,"july","thursday","pawn / resale shop / flea market","8650 long point rd",-95.5016984,29.8030255
"04/02/10 03:00","02/03/10",21,"18A","robbery","13D20","7700-7799","bellfort","st","-",1,"february","wednesday","apartment parking lot","7750 bellfort st",-95.278661,29.672063
"13/07/10 09:00","7/13/2010",4,"18A","robbery","1A50","3600-3699","richmond","ave","-",1,"july","tuesday","apartment parking lot","3650 richmond ave",-95.4334681,29.7330749
"15/01/10 18:00","1/15/2010",12,"18T","robbery","13D10","6800-6899","gulf","fwy","-",1,"january","friday","strip business center parking lot","6850 gulf fwy",-95.2888562,29.6958677
"03/08/10 01:00","08/02/10",20,"13R","robbery","10H60","3300-3399","dixie","dr","-",1,"august","monday","road / street / sidewalk","3350 dixie dr",-95.37092,29.704614
"29/06/10 04:00","6/28/2010",23,"20R","robbery","7C20","3900-3999","russell","","-",1,"june","monday","residence / house","3950 russell",-95.332112,29.7963643
"15/05/10 07:00","5/15/2010",2,"18A","robbery","12D10","1400-1499","redford","","-",1,"may","saturday","apartment parking lot","1450 redford",-95.2442724,29.6445694
"23/04/10 03:00","4/22/2010",22,"18A","robbery","19G10","8600-8699","course","dr","S",1,"april","thursday","apartment parking lot","8650 course dr",-95.5627075,29.683315
"06/06/10 19:00","06/06/10",14,"20A","robbery","14D30","5600-5699","doulton","dr","-",1,"june","sunday","apartment","5650 doulton dr",-95.3374763,29.6718585
"21/06/10 07:00","6/21/2010",2,"18O","robbery","2A10","3600-3699","irvington","blvd","-",1,"june","monday",NA,"3650 irvington blvd",-95.3608071,29.7938152
"01/05/10 20:00","05/01/10",15,"20D","robbery","14D20","4200-4299","wilmington","st","-",1,"may","saturday","driveway","4250 wilmington st",-95.3591447,29.6560243
"02/04/10 09:00","04/02/10",4,"13R","robbery","18F30","6300-6399","windswept","ln","-",1,"april","friday","road / street / sidewalk","6350 windswept ln",-95.4920553,29.7261186
"30/04/10 21:00","4/30/2010",16,"20A","robbery","1A20","1200-1299","missouri","","-",1,"april","friday","apartment","1250 missouri",-95.3933474,29.7462892
"04/07/10 23:00","07/04/10",18,"140","robbery","14D20","7400-7499","cullen","blvd","-",1,"july","sunday","hotel / motel / etc.","7450 cullen blvd",-95.3559814,29.6783749
"07/03/10 05:00","03/06/10",23,"18N","robbery","3B40","5100-5199","yale","","-",1,"march","saturday","bar / night club parking lot","5150 yale",-95.4028322,29.8411585
"17/01/10 23:00","1/17/2010",17,"18A","robbery","6B50","16000-16099","cotillion","dr","-",1,"january","sunday","apartment parking lot","16050 cotillion dr",-95.3976948,29.9349165
"26/05/10 00:00","5/25/2010",19,"80","robbery","1,50E+11","5300-5399","braeswood","blvd","S",1,"may","tuesday","department / discount store","5350 braeswood blvd",-95.47817,29.6776991
"23/08/10 08:00","8/23/2010",3,"18A","robbery","18F40","8100-8199","richmond","ave","-",1,"august","monday","apartment parking lot","8150 richmond ave",-95.5107594,29.7294223
"14/04/10 03:00","4/13/2010",22,"210","robbery","2A30","700-799","studewood","","-",1,"april","tuesday","restaurant / cafeteria"," 750 studewood",-95.3877235,29.7847
"10/01/10 01:00","01/09/10",19,"18T","robbery","8C10","6600-6699","tidwell","rd","-",1,"january","saturday","strip business center parking lot","6650 tidwell rd",-95.3028108,29.8485238
"20/04/10 14:00","4/20/2010",9,"18A","robbery","9C40","12200-12299","fleming","dr","-",1,"april","tuesday","apartment parking lot","12250 fleming dr",-95.2201792,29.7757542
"08/04/10 16:00","04/08/10",11,"13R","robbery","10H60","4500-4599","scott","","-",1,"april","thursday","road / street / sidewalk","4550 scott",-95.3542506,29.7157103
"25/04/10 02:00","4/24/2010",21,"18R","robbery","2A20","3900-3999","main","","N",1,"april","saturday","restaurant / cafeteria parking lot","3950 main",-95.3809939,29.7367834
"04/02/10 00:00","02/03/10",18,"20A","robbery","5F20","2000-2099","laverne","st","-",1,"february","wednesday","apartment","2050 laverne st",-95.5124944,29.8099252
"18/08/10 08:00","8/18/2010",3,"13R","robbery","14D10","6700-6799","scott","","-",1,"august","wednesday","road / street / sidewalk","6750 scott",-95.3620393,29.6928853
"24/02/10 22:00","2/24/2010",16,"09D","robbery","6B30","6500-6599","little york","rd","W",1,"february","wednesday","drug store / medical supply","6550 little york rd",-95.2959421,29.8715235
"20/06/10 04:00","6/19/2010",23,"70","robbery","7C20","4000-4099","lockwood","dr","-",1,"june","saturday","convenience store","4050 lockwood dr",-95.3169089,29.7980753
"14/07/10 02:00","7/13/2010",21,"18C","robbery","7C20","4400-4499","lockwood","dr","-",1,"july","tuesday","convenience store parking lot","4450 lockwood dr",-95.3168891,29.8012402
"26/06/10 08:00","6/26/2010",3,"20A","robbery","1,70E+11","5400-5499","renwick","","-",1,"june","saturday","apartment","5450 renwick",-95.4846118,29.7236121
"29/07/10 03:00","7/28/2010",22,"210","robbery","5F10","1400-1499","wirt","rd","-",1,"july","wednesday","restaurant / cafeteria","1450 wirt rd",-95.4848619,29.7949794
"15/08/10 06:00","8/15/2010",1,"11R","robbery","9C40","13100-13199","louisville","st","-",1,"august","sunday","parks & recreation, zoo, swimming pool","13150 louisville st",-95.1937238,29.7851823
"02/07/10 07:00","07/02/10",2,"13R","robbery","14D10","6400-6499","scott","","-",1,"july","friday","road / street / sidewalk","6450 scott",-95.3683239,29.6450433
"21/08/10 07:00","8/21/2010",2,"13R","robbery","1A20","1500-1599","taft","","-",1,"august","saturday","road / street / sidewalk","1550 taft",-95.3857305,29.7537349
"20/02/10 06:00","2/20/2010",0,"18A","robbery","18F60","6400-6499","gessner","dr","S",1,"february","saturday","apartment parking lot","6450 gessner dr",-95.5389543,29.7090043
"22/07/10 04:00","7/21/2010",23,"18M","robbery","20G10","2900-2999","west sam houston","pkwy","S",1,"july","wednesday","hotel / motel parking lot","2950 west sam houston pkwy",-95.5583437,29.7336681
"18/04/10 20:00","4/18/2010",15,"09D","robbery","3B50","4300-4399","north","fwy","-",1,"april","sunday","drug store / medical supply","4350 north fwy",-95.411952,29.925541
"10/07/10 02:00","07/09/10",21,"18A","robbery","1,70E+11","5600-5699","westward","","-",1,"july","friday","apartment parking lot","5650 westward",-95.4931818,29.7207416
"03/08/10 22:00","08/03/10",17,"80","robbery","2A10","2900-2999","fulton","st","-",1,"august","tuesday","department / discount store","2950 fulton st",-95.3603179,29.7890455
"01/04/10 05:00","04/01/10",0,"23S","robbery","19G10","9700-9799","beechnut","st","-",1,"april","thursday","service / gas station","9750 beechnut st",-95.5543821,29.6893978
"05/07/10 04:00","07/04/10",23,"140","robbery","7C20","4200-4299","lockwood","dr","-",1,"july","sunday","hotel / motel / etc.","4250 lockwood dr",-95.3169361,29.7991226
"09/01/10 16:00","01/09/10",10,"210","robbery","13D20","7800-7899","bellfort","st","-",1,"january","saturday","restaurant / cafeteria","7850 bellfort st",-95.5160889,29.65627
"22/01/10 10:00","1/22/2010",4,"140","robbery","6B60","12000-12099","kuykendahl","rd","-",1,"january","friday","hotel / motel / etc.","12050 kuykendahl rd",-95.474913,30.022369
"22/03/10 20:00","3/22/2010",15,"80","robbery","10H40","1700-1799","webster","","-",1,"march","monday","department / discount store","1750 webster",-95.3653404,29.743947
"28/04/10 14:00","4/28/2010",9,"13B","robbery","6B30","5700-5799","tidwell","rd","W",1,"april","wednesday","bus stop","5750 tidwell rd",-95.3130207,29.8482645
"25/04/10 09:00","4/25/2010",4,"20R","robbery","7C20","4500-4599","wipprecht","st","-",1,"april","sunday","residence / house","4550 wipprecht st",-95.3223311,29.8021451
"12/02/10 17:00","02/12/10",11,"05Q","robbery","20G30","2600-2699","kirkwood","dr","S",1,"february","friday","check cashing places","2650 kirkwood dr",-95.5354951,29.6107154
"17/05/10 17:00","5/17/2010",12,"18A","robbery","19G30","7000-7099","cook","rd","-",1,"may","monday","apartment parking lot","7050 cook rd",-95.5961234,29.6998834
"12/05/10 06:00","05/12/10",1,"18A","robbery","18F60","8600-8699","sands point","dr","-",1,"may","wednesday","apartment parking lot","8650 sands point dr",-95.537671,29.7144955
"16/01/10 20:00","1/16/2010",14,"20V","robbery","1,70E+31","10000-10099","ruffino","rd","-",1,"january","saturday","vacant single occupancy residence (houses, townhouses, duplexes, etc)","10050 ruffino rd",-95.5547857,29.6561348
"12/02/10 03:00","02/11/10",21,"20D","robbery","20G70","3100-3199","ashford park","dr","-",1,"february","thursday","driveway","3150 ashford park dr",-95.6138126,29.7282864
"08/08/10 05:00","08/08/10",0,"140","robbery","1,50E+41","7900-7999","fannin","","-",1,"august","sunday","hotel / motel / etc.","7950 fannin",-95.4033257,29.6901226
"17/05/10 01:00","5/16/2010",20,"80","robbery","3B50","100-199","crosstimbers","","E",1,"may","sunday","department / discount store"," 150 crosstimbers",-95.3738742,29.8284394
"26/05/10 04:00","5/25/2010",23,"18O","robbery","5F10","7800-7899","hammerly","","-",1,"may","tuesday",NA,"7850 hammerly",-95.4844574,29.8106434
"12/06/10 00:00","06/11/10",19,"24C","robbery","1A30","1600-1699","westheimer","rd","-",1,"june","friday","clothing store","1650 westheimer rd",-95.4013747,29.7428098
"23/07/10 03:00","7/22/2010",22,"18A","robbery","6B50","16100-16199","imperial valley","dr","-",1,"july","thursday","apartment parking lot","16150 imperial valley dr",-95.3998374,29.9345899
"27/02/10 05:00","2/26/2010",23,"20R","robbery","14D30","5100-5199","doolittle","blvd","-",1,"february","friday","residence / house","5150 doolittle blvd",-95.3427056,29.6788982
"12/03/10 03:00","03/11/10",21,"18A","robbery","13D20","8800-8899","gulf","fwy","-",1,"march","thursday","apartment parking lot","8850 gulf fwy",-95.2585755,29.6627357
"09/03/10 06:00","03/09/10",0,"18C","robbery","9C20","700-799","lathrop","","-",1,"march","tuesday","convenience store parking lot"," 750 lathrop",-95.3012316,29.7750391
"08/03/10 22:00","03/08/10",16,"80","robbery","18F40","2700-2799","dunvale","rd","-",1,"march","monday","department / discount store","2750 dunvale rd",-95.5142215,29.736634
"01/01/10 08:00","01/01/10",2,"18A","robbery","20G70","1900-1999","westmead","dr","-",1,"january","friday","apartment parking lot","1950 westmead dr",-95.614408,29.747757
"25/03/10 00:00","3/24/2010",19,"13R","robbery","3B10","5600-5699","birchmont","dr","-",1,"march","wednesday","road / street / sidewalk","5650 birchmont dr",-95.470694,29.844366
"15/06/10 09:00","6/15/2010",4,"13R","robbery","8C60","10000-10099","cheeves","dr","-",1,"june","tuesday","road / street / sidewalk","10050 cheeves dr",-95.292839,29.85822
"05/01/10 05:00","01/04/10",23,"70","robbery","8C30","7100-7199","wayside","","N",1,"january","monday","convenience store","7150 wayside",-95.2843428,29.8268499
"11/01/10 00:00","01/10/10",18,"20A","robbery","20G40","2100-2199","hayes","rd","-",1,"january","sunday","apartment","2150 hayes rd",-95.5762984,29.7419042
"28/06/10 04:00","6/27/2010",23,"18S","robbery","18F50","5600-5699","hillcroft","","-",1,"june","sunday","sexually oriented business parking lot","5650 hillcroft",-95.5011412,29.7223485
"15/03/10 19:00","3/15/2010",14,"13R","robbery","9C20","400-499","kress","","-",1,"march","monday","road / street / sidewalk"," 450 kress",-95.3073984,29.7802737
"08/07/10 22:00","07/08/10",17,"18T","robbery","6B60","700-799","greens","rd","-",1,"july","thursday","strip business center parking lot"," 750 greens rd",-95.3993698,29.9505077
"12/03/10 00:00","03/11/10",18,"13R","robbery","6B10","800-899","sunnyside","","-",1,"march","thursday","road / street / sidewalk"," 850 sunnyside",-95.3861984,29.85677
"07/01/10 15:00","01/07/10",9,"120","robbery","2A10","1000-1099","quitman","","-",1,"january","thursday","grocery / supermarket","1050 quitman",-95.358578,29.782016
"13/02/10 11:00","2/13/2010",5,"18O","robbery","24C20","1700-1799","lake kingwood","trl","-",1,"february","saturday",NA,"1750 lake kingwood trl",-95.1975784,30.041253
"18/08/10 19:00","8/18/2010",14,"190","robbery","2A20","1400-1499","north lp","ser","S",1,"august","wednesday","rental storage facility","1450 north lp ser",-95.4560219,29.7533699
"30/08/10 22:00","8/30/2010",17,"18T","robbery","1,70E+11","5900-5999","renwick","","-",1,"august","monday","strip business center parking lot","5950 renwick",-95.4849223,29.7173516
"16/01/10 02:00","1/15/2010",20,"18A","robbery","1,70E+11","6600-6699","atwell","dr","-",1,"january","friday","apartment parking lot","6650 atwell dr",-95.4821628,29.6573303
"13/06/10 08:00","6/13/2010",3,"18G","robbery","7C20","4000-4099","kelley","","-",1,"june","sunday","grocery / supermarket parking lot","4050 kelley",-95.3310093,29.8134836
"05/08/10 01:00","08/04/10",20,"13R","robbery","10H60","6100-6199","bowling green","st","-",1,"august","wednesday","road / street / sidewalk","6150 bowling green st",-95.3726164,29.7060678
"13/08/10 20:00","8/13/2010",15,"11R","robbery","6B10","1000-1099","canino","","-",1,"august","friday","parks & recreation, zoo, swimming pool","1050 canino",-95.3683333,29.8757039
"12/02/10 20:00","02/12/10",14,"18A","robbery","14D40","5600-5699","selinsky","","-",1,"february","friday","apartment parking lot","5650 selinsky",-95.332557,29.636798
"24/07/10 04:00","7/23/2010",23,"18R","robbery","1,50E+11","5900-5999","braeswood","blvd","N",1,"july","friday","restaurant / cafeteria parking lot","5950 braeswood blvd",-95.4945789,29.6791336
"08/05/10 10:00","05/08/10",5,"13R","robbery","14D10","3300-3399","alice","st","-",1,"may","saturday","road / street / sidewalk","3350 alice st",-95.3754628,29.6937301
"29/03/10 16:00","3/29/2010",11,"05Q","robbery","14D30","6300-6399","martin luther king","blvd","-",1,"march","monday","check cashing places","6350 martin luther king blvd",-95.3410539,29.68744
"27/03/10 04:00","3/26/2010",23,"20R","robbery","14D30","4900-4999","bataan","rd","-",1,"march","friday","residence / house","4950 bataan rd",-95.345325,29.682326
"26/08/10 18:00","8/26/2010",13,"05Z","robbery","1,60E+31","12100-12199","ormandy","","-",1,"august","thursday","misc business (non-specific)","12150 ormandy",-95.5056624,29.639726
"25/06/10 16:00","6/25/2010",11,"18A","robbery","18F60","6000-6099","gessner","dr","S",1,"june","friday","apartment parking lot","6050 gessner dr",-95.544779,29.857272
"19/06/10 04:00","6/18/2010",23,"210","robbery","2A10","2700-2799","fulton","st","-",1,"june","friday","restaurant / cafeteria","2750 fulton st",-95.3605741,29.7866469
"27/05/10 18:00","5/27/2010",13,"20A","robbery","13D10","2500-2599","beatty","st","-",1,"may","thursday","apartment","2550 beatty st",-95.3108405,29.7094031
"18/07/10 01:00","7/17/2010",20,"18A","robbery","18F50","7200-7299","bellerive","dr","-",1,"july","saturday","apartment parking lot","7250 bellerive dr",-95.5115097,29.713108
"14/02/10 02:00","2/13/2010",20,"18T","robbery","7C30","2300-2399","tidwell","rd","-",1,"february","saturday","strip business center parking lot","2350 tidwell rd",-95.3492476,29.8480896
"12/07/10 19:00","07/12/10",14,"13R","robbery","20G20","11000-11099","briar forest","dr","-",1,"july","monday","road / street / sidewalk","11050 briar forest dr",-95.5720496,29.7480725
"31/03/10 21:00","3/31/2010",16,"80","robbery","1,70E+31","8700-8799","bellfort","st","W",1,"march","wednesday","department / discount store","8750 bellfort st",-95.5307714,29.6561014
"22/03/10 08:00","3/22/2010",3,"13R","robbery","18F50","5900-5999","hillcroft","","-",1,"march","monday","road / street / sidewalk","5950 hillcroft",-95.5000737,29.7174143
"01/07/10 01:00","6/30/2010",20,"05E","robbery","8C20","7700-7799","homestead","rd","-",1,"june","wednesday","auto repair","7750 homestead rd",-95.3020516,29.8329229
"01/08/10 03:00","7/31/2010",22,"70","robbery","2A20","200-299","cavalcade","","W",1,"july","saturday","convenience store"," 250 cavalcade",-95.3684768,29.8031431
"27/02/10 02:00","2/26/2010",20,"18L","robbery","13D20","7600-7699","park place","blvd","-",1,"february","friday","liquor store parking lot","7650 park place blvd",-95.287661,29.685029
"20/01/10 08:00","1/20/2010",2,"11R","robbery","1A10","1900-1999","st joseph","pkwy","-",1,"january","wednesday","parks & recreation, zoo, swimming pool","1950 st joseph pkwy",-95.3617486,29.7451036
"05/04/10 21:00","04/05/10",16,"20R","robbery","6B30","8500-8599","black tern","ln","-",1,"april","monday","residence / house","8550 black tern ln",-95.4966193,29.8675988
"01/03/10 21:00","03/01/10",15,"18U","robbery","2A30","2000-2099","yale","","-",1,"march","monday","mall parking lot","2050 yale",-95.3992158,29.8046455
"12/08/10 21:00","08/12/10",16,"18A","robbery","19G10","10200-10299","club creek","dr","-",1,"august","thursday","apartment parking lot","10250 club creek dr",-95.5519656,29.6872815
"26/02/10 04:00","2/25/2010",22,"13R","robbery","6B60","500-599","greens","rd","-",1,"february","thursday","road / street / sidewalk"," 550 greens rd",-95.4037835,29.9504269
"30/05/10 01:00","5/29/2010",20,"13B","robbery","19G20","10700-10799","bellaire","blvd","-",1,"may","saturday","bus stop","10750 bellaire blvd",-95.5682433,29.7040426
"15/01/10 21:00","1/15/2010",15,"18A","robbery","4F10","1300-1399","gessner","dr","-",1,"january","friday","apartment parking lot","1350 gessner dr",-95.5388305,29.7503945
"09/01/10 19:00","01/09/10",13,"18R","robbery","9C20","6000-6099","lyons","","-",1,"january","saturday","restaurant / cafeteria parking lot","6050 lyons",-95.3099717,29.776495
"04/05/10 03:00","05/03/10",22,"250","robbery","6B10","6300-6399","airline","dr","-",1,"may","monday","other / unknown","6350 airline dr",-95.384586,29.8577799
"16/06/10 02:00","6/15/2010",21,"13R","robbery","7C20","5200-5299","gold","","-",1,"june","tuesday","road / street / sidewalk","5250 gold",-95.3476729,29.8081929
